tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2020 ITTF Finals Zhengzhou 2020,2020-11-19,ISHIKAWA Kasumi,SUH Hyo Won,KOR,JPN,4,1,"11,3,11,11,11|8,11,9,5,5",R16,GRAND_SLAM,WS,2266,Main Draw,ISHIKAWA Kasumi (JPN),SUH Hyo Won (KOR),,,1 - 4,8:11 11:3 9:11 5:11 5:11,SUH Hyo Won,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,SZOCS Bernadette,MESHREF Dina,ROU,EGY,4,3,"8,11,11,10,11,10,11|11,5,8,12,6,12,5",QUAL,WORLD_CUP,WS,2263,Qualification,SZOCS Bernadette (ROU),MESHREF Dina (EGY),,,4 - 3,8:11 11:5 11:8 10:12 11:6 10:12 11:5,SZOCS Bernadette,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,JEON Jihee,ITO Mima,JPN,KOR,4,1,"6,11,11,13,11|11,7,7,11,7",R16,WORLD_CUP,WS,2263,Main Draw,JEON Jihee (KOR),ITO Mima (JPN),,,1 - 4,11:6 7:11 7:11 11:13 7:11,ITO Mima,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,DOO Hoi Kem,CHEN Szu-Yu,TPE,HKG,4,3,"8,11,3,10,11,11,11|11,4,11,12,3,7,6",R16,WORLD_CUP,WS,2263,Main Draw,DOO Hoi Kem (HKG),CHEN Szu-Yu (TPE),,,3 - 4,11:8 4:11 11:3 12:10 3:11 7:11 6:11,CHEN Szu-Yu,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,SUN Yingsha,DIAZ Adriana,CHN,PUR,4,1,"11,11,11,8,11|5,5,8,11,7",R16,WORLD_CUP,WS,2263,Main Draw,SUN Yingsha (CHN),DIAZ Adriana (PUR),,,4 - 1,11:5 11:5 11:8 8:11 11:7,SUN Yingsha,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,SUH Hyo Won,ISHIKAWA Kasumi,JPN,KOR,4,0,"11,11,11,11|8,7,5,4",R16,WORLD_CUP,WS,2263,Main Draw,SUH Hyo Won (KOR),ISHIKAWA Kasumi (JPN),,,0 - 4,8:11 7:11 5:11 4:11,ISHIKAWA Kasumi,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,CHEN Meng,SZOCS Bernadette,CHN,ROU,4,0,"11,11,11,11|6,1,3,7",R16,WORLD_CUP,WS,2263,Main Draw,CHEN Meng (CHN),SZOCS Bernadette (ROU),,,4 - 0,11:6 11:1 11:3 11:7,CHEN Meng,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,POLCANOVA Sofia,HAN Ying,GER,AUT,4,3,"11,9,5,11,8,11,11|7,11,11,9,11,5,6",R16,WORLD_CUP,WS,2263,Main Draw,POLCANOVA Sofia (AUT),HAN Ying (GER),,,3 - 4,7:11 11:9 11:5 9:11 11:8 5:11 6:11,HAN Ying,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,ZHANG Lily,FENG Tianwei,USA,SGP,4,2,"11,11,11,8,8,13|7,8,9,11,11,11",R16,WORLD_CUP,WS,2263,Main Draw,ZHANG Lily (USA),FENG Tianwei (SGP),,,4 - 2,11:7 11:8 11:9 8:11 8:11 13:11,ZHANG Lily,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,WU Yue,CHENG I-Ching,TPE,USA,4,0,"11,11,11,11|5,4,4,3",R16,WORLD_CUP,WS,2263,Main Draw,WU Yue (USA),CHENG I-Ching (TPE),,,0 - 4,5:11 4:11 4:11 3:11,CHENG I-Ching,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,CHEN Szu-Yu,ITO Mima,JPN,TPE,4,1,"11,11,11,6,11|6,6,7,11,5",QF,WORLD_CUP,WS,2263,Main Draw,CHEN Szu-Yu (TPE),ITO Mima (JPN),,,1 - 4,6:11 6:11 7:11 11:6 5:11,ITO Mima,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,SUN Yingsha,ISHIKAWA Kasumi,CHN,JPN,4,0,"11,11,11,11|6,4,4,7",QF,WORLD_CUP,WS,2263,Main Draw,SUN Yingsha (CHN),ISHIKAWA Kasumi (JPN),,,4 - 0,11:6 11:4 11:4 11:7,SUN Yingsha,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,CHEN Meng,ZHANG Lily,CHN,USA,4,0,"11,11,11,11|8,6,3,9",QF,WORLD_CUP,WS,2263,Main Draw,CHEN Meng (CHN),ZHANG Lily (USA),,,4 - 0,11:8 11:6 11:3 11:9,CHEN Meng,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,HAN Ying,CHENG I-Ching,GER,TPE,4,2,"12,3,7,11,12,11|10,11,11,9,10,6",QF,WORLD_CUP,WS,2263,Main Draw,HAN Ying (GER),CHENG I-Ching (TPE),,,4 - 2,12:10 3:11 7:11 11:9 12:10 11:6,HAN Ying,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,SUN Yingsha,ITO Mima,CHN,JPN,4,2,"12,11,11,10,4,11|10,8,6,12,11,4",SF,WORLD_CUP,WS,2263,Main Draw,SUN Yingsha (CHN),ITO Mima (JPN),,,4 - 2,12:10 11:8 11:6 10:12 4:11 11:4,SUN Yingsha,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,CHEN Meng,HAN Ying,CHN,GER,4,3,"4,11,11,11,7,9,11|11,8,8,9,11,11,4",SF,WORLD_CUP,WS,2263,Main Draw,CHEN Meng (CHN),HAN Ying (GER),,,4 - 3,4:11 11:8 11:8 11:9 7:11 9:11 11:4,CHEN Meng,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,HAN Ying,ITO Mima,JPN,GER,4,0,"11,11,11,11|2,7,9,4",2,WORLD_CUP,WS,2263,Position Draw,HAN Ying (GER),ITO Mima (JPN),,,0 - 4,2:11 7:11 9:11 4:11,ITO Mima,2020
Dishang 2020 ITTF Women’s World Cup Weihai 2020,2020-11-08,CHEN Meng,SUN Yingsha,CHN,CHN,4,1,"11,11,11,11,11|13,6,9,6,8",F,WORLD_CUP,WS,2263,Main Draw,CHEN Meng (CHN),SUN Yingsha (CHN),,,4 - 1,11:13 11:6 11:9 11:6 11:8,CHEN Meng,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,RUKLETSOV Vladislav,CHRISTENSEN Thor,DEN,BLR,3,2,"11,6,11,7,11|9,11,9,11,4",QUAL,OLYMPICS,U21MS,2261,Qualification,RUKLETSOV Vladislav (BLR),CHRISTENSEN Thor (DEN),,,2 - 3,9:11 11:6 9:11 11:7 4:11,CHRISTENSEN Thor,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,ZANDECKI Jan,KOLDAS Tomas,CZE,POL,3,1,"8,14,17,11|11,12,15,7",QUAL,OLYMPICS,U21MS,2261,Qualification,ZANDECKI Jan (POL),KOLDAS Tomas (CZE),,,1 - 3,11:8 12:14 15:17 7:11,KOLDAS Tomas,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,BAKO Radim,FADEEV Kirill,GER,CZE,3,1,"11,6,11,11|8,11,5,9",QUAL,OLYMPICS,U21MS,2261,Qualification,BAKO Radim (CZE),FADEEV Kirill (GER),,,1 - 3,8:11 11:6 5:11 9:11,FADEEV Kirill,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KOSOLOSKY Olav,ORANTES Diego,BEL,ESA,3,0,"11,11,11|9,6,7",QUAL,OLYMPICS,U21MS,2261,Qualification,KOSOLOSKY Olav (BEL),ORANTES Diego (ESA),,,3 - 0,11:9 11:6 11:7,KOSOLOSKY Olav,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,NAUMI Alex,SKALA Radek,CZE,FIN,3,1,"12,11,8,11|10,9,11,5",QUAL,OLYMPICS,U21MS,2261,Qualification,NAUMI Alex (FIN),SKALA Radek (CZE),,,1 - 3,10:12 9:11 11:8 5:11,SKALA Radek,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,DEGROS Nicolas,TSIAROKHIN Andrei,BLR,BEL,3,1,"3,11,11,11|11,6,8,9",QUAL,OLYMPICS,U21MS,2261,Qualification,DEGROS Nicolas (BEL),TSIAROKHIN Andrei (BLR),,,1 - 3,11:3 6:11 8:11 9:11,TSIAROKHIN Andrei,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SPELBUS Florin,SVENNINGSEN Peter,ROU,DEN,3,0,"11,11,11|9,9,7",QUAL,OLYMPICS,U21MS,2261,Qualification,SPELBUS Florin (ROU),SVENNINGSEN Peter (DEN),,,3 - 0,11:9 11:9 11:7,SPELBUS Florin,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,TSYHANOUSKI Mikhail,TURRINI Rafael,BRA,BLR,3,0,"11,11,11|9,5,7",QUAL,OLYMPICS,U21MS,2261,Qualification,TSYHANOUSKI Mikhail (BLR),TURRINI Rafael (BRA),,,0 - 3,9:11 5:11 7:11,TURRINI Rafael,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,YOVKOVA Maria,ZAKRZEWSKA Agata,BUL,POL,3,0,"11,12,11|9,10,6",QUAL,OLYMPICS,U21WS,2261,Qualification,YOVKOVA Maria (BUL),ZAKRZEWSKA Agata (POL),,,3 - 0,11:9 12:10 11:6,YOVKOVA Maria,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SZYMCZAK Julia,YOKOI Sakura,JPN,POL,3,2,"9,11,11,10,11|11,6,3,12,4",QUAL,OLYMPICS,U21WS,2261,Qualification,SZYMCZAK Julia (POL),YOKOI Sakura (JPN),,,2 - 3,11:9 6:11 3:11 12:10 4:11,YOKOI Sakura,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,URIKOVA Monika,CHAKAVAYA Tatsiana,SVK,BLR,3,1,"7,11,11,11|11,6,4,4",QUAL,OLYMPICS,U21WS,2261,Qualification,URIKOVA Monika (SVK),CHAKAVAYA Tatsiana (BLR),,,3 - 1,7:11 11:6 11:4 11:4,URIKOVA Monika,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,RUKLETSOV Vladislav,CHIRITA Cristian,BLR,ROU,3,2,"11,12,8,8,11|8,10,11,11,8",QUAL,OLYMPICS,U21MS,2261,Qualification,RUKLETSOV Vladislav (BLR),CHIRITA Cristian (ROU),,,3 - 2,11:8 12:10 8:11 8:11 11:8,RUKLETSOV Vladislav,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,ZANDECKI Jan,ALBUQUERQUE Raegan,IND,POL,3,1,"11,9,11,11|8,11,6,9",QUAL,OLYMPICS,U21MS,2261,Qualification,ZANDECKI Jan (POL),ALBUQUERQUE Raegan (IND),,,1 - 3,8:11 11:9 6:11 9:11,ALBUQUERQUE Raegan,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,BAKO Radim,BUCH Martin,DEN,CZE,3,1,"4,11,11,11|11,5,8,6",QUAL,OLYMPICS,U21MS,2261,Qualification,BAKO Radim (CZE),BUCH Martin (DEN),,,1 - 3,11:4 5:11 8:11 6:11,BUCH Martin,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KOSOLOSKY Olav,CASTILLO HERRERA Leonardo Alberto,BEL,PAN,3,0,"11,11,11|2,5,2",QUAL,OLYMPICS,U21MS,2261,Qualification,KOSOLOSKY Olav (BEL),CASTILLO HERRERA Leonardo Alberto (PAN),,,3 - 0,11:2 11:5 11:2,KOSOLOSKY Olav,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,NAUMI Alex,DEGROS Nicolas,BEL,FIN,3,2,"11,11,8,7,11|5,9,11,11,7",QUAL,OLYMPICS,U21MS,2261,Qualification,NAUMI Alex (FIN),DEGROS Nicolas (BEL),,,2 - 3,5:11 9:11 11:8 11:7 7:11,DEGROS Nicolas,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SKALA Radek,TSIAROKHIN Andrei,CZE,BLR,3,1,"11,9,11,11|6,11,4,6",QUAL,OLYMPICS,U21MS,2261,Qualification,SKALA Radek (CZE),TSIAROKHIN Andrei (BLR),,,3 - 1,11:6 9:11 11:4 11:6,SKALA Radek,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SPELBUS Florin,TSYHANOUSKI Mikhail,ROU,BLR,3,0,"11,11,11|8,5,5",QUAL,OLYMPICS,U21MS,2261,Qualification,SPELBUS Florin (ROU),TSYHANOUSKI Mikhail (BLR),,,3 - 0,11:8 11:5 11:5,SPELBUS Florin,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SVENNINGSEN Peter,TURRINI Rafael,DEN,BRA,3,1,"7,12,13,11|11,10,11,8",QUAL,OLYMPICS,U21MS,2261,Qualification,SVENNINGSEN Peter (DEN),TURRINI Rafael (BRA),,,3 - 1,7:11 12:10 13:11 11:8,SVENNINGSEN Peter,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,GRIGELOVA Natalia,ZAKRZEWSKA Agata,SVK,POL,3,1,"11,11,13,11|8,9,15,6",QUAL,OLYMPICS,U21WS,2261,Qualification,GRIGELOVA Natalia (SVK),ZAKRZEWSKA Agata (POL),,,3 - 1,11:8 11:9 13:15 11:6,GRIGELOVA Natalia,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,WEGRZYN Anna,CHAKAVAYA Tatsiana,POL,BLR,3,0,"11,11,11|8,8,0",QUAL,OLYMPICS,U21WS,2261,Qualification,WEGRZYN Anna (POL),CHAKAVAYA Tatsiana (BLR),,,3 - 0,11:8 11:8 11:0,WEGRZYN Anna,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,GAUTHIER Lucie,YOKOI Sakura,JPN,FRA,3,1,"11,10,11,11|6,12,7,4",QUAL,OLYMPICS,U21WS,2261,Qualification,GAUTHIER Lucie (FRA),YOKOI Sakura (JPN),,,1 - 3,6:11 12:10 7:11 4:11,YOKOI Sakura,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KLEIN Dennis,GOLLA Marco,GER,POL,3,0,"11,11,11|5,7,6",QUAL,OLYMPICS,MS,2261,Qualification,KLEIN Dennis (GER),GOLLA Marco (POL),,,3 - 0,11:5 11:7 11:6,KLEIN Dennis,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,FRANCO Carlos,AIDA Satoshi,JPN,ESP,3,1,"11,11,8,11|5,9,11,5",QUAL,OLYMPICS,MS,2261,Qualification,FRANCO Carlos (ESP),AIDA Satoshi (JPN),,,1 - 3,5:11 9:11 11:8 5:11,AIDA Satoshi,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SERDAROGLU David,SRIRAM Sushmit,IND,AUT,3,1,"11,11,13,11|7,13,11,5",QUAL,OLYMPICS,MS,2261,Qualification,SERDAROGLU David (AUT),SRIRAM Sushmit (IND),,,1 - 3,7:11 13:11 11:13 5:11,SRIRAM Sushmit,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,CHEN Alexander,SKALA Radek,AUT,CZE,3,2,"11,11,9,1,11|1,8,11,11,7",QUAL,OLYMPICS,MS,2261,Qualification,CHEN Alexander (AUT),SKALA Radek (CZE),,,3 - 2,11:1 11:8 9:11 1:11 11:7,CHEN Alexander,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MENG Fanbo,NEUMANN Layan,GER,MEX,3,0,"11,12,11|7,10,5",QUAL,OLYMPICS,MS,2261,Qualification,MENG Fanbo (GER),NEUMANN Layan (MEX),,,3 - 0,11:7 12:10 11:5,MENG Fanbo,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,HOHMEIER Nils,ZAVADSKYI Ihor,GER,UKR,3,0,"15,11,11|13,7,9",QUAL,OLYMPICS,MS,2261,Qualification,HOHMEIER Nils (GER),ZAVADSKYI Ihor (UKR),,,3 - 0,15:13 11:7 11:9,HOHMEIER Nils,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,OLIVARES Felipe,BAKO Radim,CZE,CHI,3,1,"8,11,11,11|11,8,7,6",QUAL,OLYMPICS,MS,2261,Qualification,OLIVARES Felipe (CHI),BAKO Radim (CZE),,,1 - 3,11:8 8:11 7:11 6:11,BAKO Radim,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,PINTO Daniele,ISHIDA Carlos,BRA,ITA,3,0,"0,0,0|0,0,0",QUAL,OLYMPICS,MS,2261,Qualification,PINTO Daniele (ITA),ISHIDA Carlos (BRA),,,0 - 3,0:0 0:0 0:0,ISHIDA Carlos,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,PICCOLIN Jordy,GRELA Artur,POL,ITA,3,0,"0,0,0|0,0,0",QUAL,OLYMPICS,MS,2261,Qualification,PICCOLIN Jordy (ITA),GRELA Artur (POL),,,0 - 3,0:0 0:0 0:0,GRELA Artur,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,ZELJKO Filip,ZANDECKI Jan,CRO,POL,3,2,"11,11,9,10,11|5,6,11,12,6",QUAL,OLYMPICS,MS,2261,Qualification,ZELJKO Filip (CRO),ZANDECKI Jan (POL),,,3 - 2,11:5 11:6 9:11 10:12 11:6,ZELJKO Filip,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KUBIK Maciej,ANGELAKIS Konstantinos,GRE,POL,3,1,"11,11,9,11|7,8,11,7",QUAL,OLYMPICS,MS,2261,Qualification,KUBIK Maciej (POL),ANGELAKIS Konstantinos (GRE),,,1 - 3,7:11 8:11 11:9 7:11,ANGELAKIS Konstantinos,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MEISSNER Cedric,TSIAROKHIN Andrei,GER,BLR,3,0,"11,11,11|5,8,5",QUAL,OLYMPICS,MS,2261,Qualification,MEISSNER Cedric (GER),TSIAROKHIN Andrei (BLR),,,3 - 0,11:5 11:8 11:5,MEISSNER Cedric,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,RIOFRIO Emiliano,CASTILLO HERRERA Leonardo Alberto,ECU,PAN,3,0,"11,11,11|4,6,5",QUAL,OLYMPICS,MS,2261,Qualification,RIOFRIO Emiliano (ECU),CASTILLO HERRERA Leonardo Alberto (PAN),,,3 - 0,11:4 11:6 11:5,RIOFRIO Emiliano,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,CABALLERO Carlos,TSYHANOUSKI Mikhail,ESP,BLR,3,0,"11,11,11|7,9,4",QUAL,OLYMPICS,MS,2261,Qualification,CABALLERO Carlos (ESP),TSYHANOUSKI Mikhail (BLR),,,3 - 0,11:7 11:9 11:4,CABALLERO Carlos,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,HRIBAR Peter,DEGROS Nicolas,BEL,SLO,3,2,"4,12,11,8,11|11,10,9,11,6",QUAL,OLYMPICS,MS,2261,Qualification,HRIBAR Peter (SLO),DEGROS Nicolas (BEL),,,2 - 3,11:4 10:12 9:11 11:8 6:11,DEGROS Nicolas,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,PANDE Siddhesh,CHRISTENSEN Thor,DEN,IND,3,2,"7,11,4,18,11|11,7,11,16,7",QUAL,OLYMPICS,MS,2261,Qualification,PANDE Siddhesh (IND),CHRISTENSEN Thor (DEN),,,2 - 3,11:7 7:11 11:4 16:18 7:11,CHRISTENSEN Thor,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,NAUMI Alex,BUCH Martin,FIN,DEN,3,2,"11,5,11,9,11|7,11,4,11,4",QUAL,OLYMPICS,MS,2261,Qualification,NAUMI Alex (FIN),BUCH Martin (DEN),,,3 - 2,11:7 5:11 11:4 9:11 11:4,NAUMI Alex,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,BUROV Viacheslav,SVENNINGSEN Peter,RUS,DEN,3,0,"11,11,12|6,8,10",QUAL,OLYMPICS,MS,2261,Qualification,BUROV Viacheslav (RUS),SVENNINGSEN Peter (DEN),,,3 - 0,11:6 11:8 12:10,BUROV Viacheslav,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KODJABASHEV Denislav,UFNAL Mateusz Edward,POL,BUL,3,0,"11,11,11|8,5,8",QUAL,OLYMPICS,MS,2261,Qualification,KODJABASHEV Denislav (BUL),UFNAL Mateusz Edward (POL),,,0 - 3,8:11 5:11 8:11,UFNAL Mateusz Edward,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,ARVIDSSON Simon,TOMICKI Jaroslaw,POL,SWE,3,1,"11,11,2,11|8,9,11,5",QUAL,OLYMPICS,MS,2261,Qualification,ARVIDSSON Simon (SWE),TOMICKI Jaroslaw (POL),,,1 - 3,8:11 9:11 11:2 5:11,TOMICKI Jaroslaw,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KOLODZIEJCZYK Maciej,STAMATOUROS Georgios,GRE,AUT,3,1,"11,11,9,11|9,8,11,4",QUAL,OLYMPICS,MS,2261,Qualification,KOLODZIEJCZYK Maciej (AUT),STAMATOUROS Georgios (GRE),,,1 - 3,9:11 8:11 11:9 4:11,STAMATOUROS Georgios,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,LEHMANN Matthew,TURRINI Rafael,BRA,CAN,3,1,"13,8,11,11|11,11,6,7",QUAL,OLYMPICS,MS,2261,Qualification,LEHMANN Matthew (CAN),TURRINI Rafael (BRA),,,1 - 3,11:13 11:8 6:11 7:11,TURRINI Rafael,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MUTTI Matteo,LI Yongyin,POL,ITA,3,0,"0,0,0|0,0,0",QUAL,OLYMPICS,MS,2261,Qualification,MUTTI Matteo (ITA),LI Yongyin (POL),,,0 - 3,0:0 0:0 0:0,LI Yongyin,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SPELBUS Alin,KOLDAS Tomas,CZE,ROU,3,1,"5,12,11,11|11,10,8,8",QUAL,OLYMPICS,MS,2261,Qualification,SPELBUS Alin (ROU),KOLDAS Tomas (CZE),,,1 - 3,11:5 10:12 8:11 8:11,KOLDAS Tomas,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MANOLE Alexandru,BERNALES Mauricio,ROU,CHI,3,1,"11,11,8,11|9,9,11,7",QUAL,OLYMPICS,MS,2261,Qualification,MANOLE Alexandru (ROU),BERNALES Mauricio (CHI),,,3 - 1,11:9 11:9 8:11 11:7,MANOLE Alexandru,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,KULCZYCKI Samuel,ALBUQUERQUE Raegan,POL,IND,3,0,"11,11,11|7,9,3",QUAL,OLYMPICS,MS,2261,Qualification,KULCZYCKI Samuel (POL),ALBUQUERQUE Raegan (IND),,,3 - 0,11:7 11:9 11:3,KULCZYCKI Samuel,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,DYSZKIEWICZ Gabriela,TOMECKA Julia,POL,POL,3,0,"11,11,11|5,8,5",QUAL,OLYMPICS,WS,2261,Qualification,DYSZKIEWICZ Gabriela (POL),TOMECKA Julia (POL),,,3 - 0,11:5 11:8 11:5,DYSZKIEWICZ Gabriela,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,DEGRAEF Margo,KRZYSIEK Paulina,POL,BEL,3,2,"8,11,12,7,13|11,2,10,11,11",QUAL,OLYMPICS,WS,2261,Qualification,DEGRAEF Margo (BEL),KRZYSIEK Paulina (POL),,,2 - 3,11:8 2:11 10:12 11:7 11:13,KRZYSIEK Paulina,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,COLANTONI Chiara,FRANASZCZUK Klaudia,POL,ITA,3,0,"11,13,11|9,11,9",QUAL,OLYMPICS,WS,2261,Qualification,COLANTONI Chiara (ITA),FRANASZCZUK Klaudia (POL),,,0 - 3,9:11 11:13 9:11,FRANASZCZUK Klaudia,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SIRUCKOVA Aneta,CHAKAVAYA Tatsiana,CZE,BLR,3,0,"11,11,11|5,5,6",QUAL,OLYMPICS,WS,2261,Qualification,SIRUCKOVA Aneta (CZE),CHAKAVAYA Tatsiana (BLR),,,3 - 0,11:5 11:5 11:6,SIRUCKOVA Aneta,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MIGOT Marie,BHANDARKAR Mallika,IND,FRA,3,1,"12,4,11,12|10,11,7,10",QUAL,OLYMPICS,WS,2261,Qualification,MIGOT Marie (FRA),BHANDARKAR Mallika (IND),,,1 - 3,10:12 11:4 7:11 10:12,BHANDARKAR Mallika,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SIKORSKA Magdalena,GAUTHIER Lucie,FRA,POL,3,0,"0,0,0|0,0,0",QUAL,OLYMPICS,WS,2261,Qualification,SIKORSKA Magdalena (POL),GAUTHIER Lucie (FRA),,,0 - 3,0:0 0:0 0:0,GAUTHIER Lucie,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MOLERO Candela,HORVATHOVA Simona,SVK,ARG,3,0,"12,11,11|10,7,9",QUAL,OLYMPICS,WS,2261,Qualification,MOLERO Candela (ARG),HORVATHOVA Simona (SVK),,,0 - 3,10:12 7:11 9:11,HORVATHOVA Simona,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,CHRISTENSEN Stefanie,KLUSZEWSKA Milena Katarzyna,DEN,POL,3,0,"11,12,11|7,10,6",QUAL,OLYMPICS,WS,2261,Qualification,CHRISTENSEN Stefanie (DEN),KLUSZEWSKA Milena Katarzyna (POL),,,3 - 0,11:7 12:10 11:6,CHRISTENSEN Stefanie,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,PAREDES Nathaly,LUCZAKOWSKA Daria,ECU,POL,3,0,"0,0,0|0,0,0",QUAL,OLYMPICS,WS,2261,Qualification,PAREDES Nathaly (ECU),LUCZAKOWSKA Daria (POL),,,3 - 0,0:0 0:0 0:0,PAREDES Nathaly,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,BARAVOK Katsiaryna,RAKOWSKA Karolina Weronika,BLR,POL,3,1,"11,11,9,11|6,5,11,6",QUAL,OLYMPICS,WS,2261,Qualification,BARAVOK Katsiaryna (BLR),RAKOWSKA Karolina Weronika (POL),,,3 - 1,11:6 11:5 9:11 11:6,BARAVOK Katsiaryna,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,WEGRZYN Anna,SZYMCZYK Natalia,POL,POL,3,0,"11,11,11|6,3,3",QUAL,OLYMPICS,WS,2261,Qualification,WEGRZYN Anna (POL),SZYMCZYK Natalia (POL),,,3 - 0,11:6 11:3 11:3,WEGRZYN Anna,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,MYNAROVA Karolina,YOKOI Sakura,JPN,CZE,3,0,"11,11,11|7,8,9",QUAL,OLYMPICS,WS,2261,Qualification,MYNAROVA Karolina (CZE),YOKOI Sakura (JPN),,,0 - 3,7:11 8:11 9:11,YOKOI Sakura,2020
ITTF Challenge Polish Open Gliwice 2020,2020-03-11,SERDAROGLU David,HAN Qiyao,POL,AUT,3,1,"11,11,5,11|9,5,11,5",QUAL,OLYMPICS,MS,2261,Qualification,SERDAROGLU David (AUT),HAN Qiyao (POL),,,1 - 3,9:11 5:11 11:5 5:11,HAN Qiyao,2020
