tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Volkswagen China vs. World Team Challenge Match Shanghai 2004,2004-12-14,JOO Saehyuk,MA Long,KOR,CHN,3,1,"11,12,11,11|8,14,6,8",,WTT_FEEDER,MT,1928,Main Draw,JOO Saehyuk (KOR),MA Long (CHN),,,1 - 3,8:11 14:12 6:11 8:11,JOO Saehyuk,2009
St. Petersburg Open 2004,2004-11-25,KHOMUTOV Mikhail,BALTRUSHKA Dzmitry,RUS,BLR,4,1,"11,11,8,11,11|9,4,11,8,8",3,GRAND_SLAM,MS,1712,Qualification,KHOMUTOV Mikhail (RUS),BALTRUSHKA Dzmitry (BLR),,,4 - 1,11:9 11:4 8:11 11:8 11:8,KHOMUTOV Mikhail,2004
St. Petersburg Open 2004,2004-11-25,FILENKO Oleg,CHEPELYUK Evgenij,UKR,RUS,4,0,"11,11,11,11|6,8,8,6",,GRAND_SLAM,MS,1712,Qualification,FILENKO Oleg (UKR),CHEPELYUK Evgenij (RUS),,,4 - 0,11:6 11:8 11:8 11:6,FILENKO Oleg,2004
St. Petersburg Open 2004,2004-11-25,TIAPKIN Sergei,CHEPELYUK Evgenij,RUS,RUS,4,0,"11,11,11,11|9,2,8,3",QR2,GRAND_SLAM,MS,1712,Qualification,TIAPKIN Sergei (RUS),CHEPELYUK Evgenij (RUS),,,4 - 0,11:9 11:2 11:8 11:3,TIAPKIN Sergei,2004
St. Petersburg Open 2004,2004-11-25,TIAPKIN Sergei,FILENKO Oleg,RUS,UKR,4,2,"4,11,11,11,11,11|11,6,13,3,5,7",3,GRAND_SLAM,MS,1712,Qualification,TIAPKIN Sergei (RUS),FILENKO Oleg (UKR),,,4 - 2,4:11 11:6 11:13 11:3 11:5 11:7,TIAPKIN Sergei,2004
St. Petersburg Open 2004,2004-11-25,SAVELYEV Alexander,PLATONOV Pavel,RUS,BLR,4,0,"11,11,11,11|8,8,7,8",,GRAND_SLAM,MS,1712,Qualification,SAVELYEV Alexander (RUS),PLATONOV Pavel (BLR),,,0 - 4,8:11 8:11 7:11 8:11,SAVELYEV Alexander,2004
St. Petersburg Open 2004,2004-11-25,LIEVSHYN Vitaliy,SAVELYEV Alexander,UKR,RUS,4,2,"12,11,12,9,11,13|14,7,10,11,5,11",QR2,GRAND_SLAM,MS,1712,Qualification,LIEVSHYN Vitaliy (UKR),SAVELYEV Alexander (RUS),,,4 - 2,12:14 11:7 12:10 9:11 11:5 13:11,LIEVSHYN Vitaliy,2004
St. Petersburg Open 2004,2004-11-25,LIEVSHYN Vitaliy,PLATONOV Pavel,UKR,BLR,4,2,"11,11,11,9,13,11|6,4,5,11,15,6",3,GRAND_SLAM,MS,1712,Qualification,LIEVSHYN Vitaliy (UKR),PLATONOV Pavel (BLR),,,4 - 2,11:6 11:4 11:5 9:11 13:15 11:6,LIEVSHYN Vitaliy,2004
St. Petersburg Open 2004,2004-11-25,BALOV Dmitrij,MASLEEV Evgenij,RUS,RUS,4,2,"9,11,10,11,11,11|11,8,12,9,9,6",,GRAND_SLAM,MS,1712,Qualification,BALOV Dmitrij (RUS),MASLEEV Evgenij (RUS),,,4 - 2,9:11 11:8 10:12 11:9 11:9 11:6,BALOV Dmitrij,2004
St. Petersburg Open 2004,2004-11-25,ZHMUDENKO Yaroslav,MASLEEV Evgenij,UKR,RUS,4,2,"11,8,11,11,11,11|4,11,13,4,7,8",QR2,GRAND_SLAM,MS,1712,Qualification,ZHMUDENKO Yaroslav (UKR),MASLEEV Evgenij (RUS),,,4 - 2,11:4 8:11 11:13 11:4 11:7 11:8,ZHMUDENKO Yaroslav,2004
St. Petersburg Open 2004,2004-11-25,ZHMUDENKO Yaroslav,BALOV Dmitrij,UKR,RUS,4,1,"11,11,10,13,11|6,4,12,11,8",3,GRAND_SLAM,MS,1712,Qualification,ZHMUDENKO Yaroslav (UKR),BALOV Dmitrij (RUS),,,4 - 1,11:6 11:4 10:12 13:11 11:8,ZHMUDENKO Yaroslav,2004
St. Petersburg Open 2004,2004-11-25,SARGSYAN Davit,KUPRIANOV Oleg,ARM,RUS,4,2,"11,11,11,11,3,11|5,8,13,7,11,7",3,GRAND_SLAM,MS,1712,Qualification,SARGSYAN Davit (ARM),KUPRIANOV Oleg (RUS),,,2 - 4,5:11 8:11 13:11 7:11 11:3 7:11,SARGSYAN Davit,2004
St. Petersburg Open 2004,2004-11-25,REGENTOV Evgenii,KUCHUK Aleksandr,RUS,BLR,4,1,"3,11,11,11,12|11,6,5,6,10",,GRAND_SLAM,MS,1712,Qualification,REGENTOV Evgenii (RUS),KUCHUK Aleksandr (BLR),,,4 - 1,3:11 11:6 11:5 11:6 12:10,REGENTOV Evgenii,2004
St. Petersburg Open 2004,2004-11-25,KUCHUK Aleksandr,PRYSHCHEPA Ievgen,BLR,UKR,4,0,"11,12,11,11|8,10,7,8",QR2,GRAND_SLAM,MS,1712,Qualification,KUCHUK Aleksandr (BLR),PRYSHCHEPA Ievgen (UKR),,,0 - 4,8:11 10:12 7:11 8:11,KUCHUK Aleksandr,2004
St. Petersburg Open 2004,2004-11-25,REGENTOV Evgenii,PRYSHCHEPA Ievgen,RUS,UKR,4,1,"11,11,3,11,11|8,7,11,8,9",3,GRAND_SLAM,MS,1712,Qualification,REGENTOV Evgenii (RUS),PRYSHCHEPA Ievgen (UKR),,,1 - 4,8:11 7:11 11:3 8:11 9:11,REGENTOV Evgenii,2004
St. Petersburg Open 2004,2004-11-25,XIAO Bo,FILICHEV Vitaly,RUS,RUS,4,0,"12,11,11,14|10,6,7,12",,GRAND_SLAM,MS,1712,Qualification,XIAO Bo (RUS),FILICHEV Vitaly (RUS),,,0 - 4,10:12 6:11 7:11 12:14,XIAO Bo,2004
St. Petersburg Open 2004,2004-11-25,XIAO Bo,GUDILKIN Igor,RUS,UKR,4,0,"11,11,11,11|8,9,7,6",QR2,GRAND_SLAM,MS,1712,Qualification,XIAO Bo (RUS),GUDILKIN Igor (UKR),,,0 - 4,8:11 9:11 7:11 6:11,XIAO Bo,2004
St. Petersburg Open 2004,2004-11-25,FILICHEV Vitaly,GUDILKIN Igor,RUS,UKR,4,2,"11,8,12,12,11,12|8,11,10,10,13,10",3,GRAND_SLAM,MS,1712,Qualification,FILICHEV Vitaly (RUS),GUDILKIN Igor (UKR),,,2 - 4,8:11 11:8 10:12 10:12 13:11 10:12,FILICHEV Vitaly,2004
St. Petersburg Open 2004,2004-11-25,BUROV Viacheslav,NEKHVEDOVICH Vitaly,RUS,BLR,4,1,"7,11,11,11,11|11,7,7,7,9",3,GRAND_SLAM,MS,1712,Qualification,BUROV Viacheslav (RUS),NEKHVEDOVICH Vitaly (BLR),,,1 - 4,11:7 7:11 7:11 7:11 9:11,BUROV Viacheslav,2004
St. Petersburg Open 2004,2004-11-25,SKACHKOV Kirill,PETRUKHIN Evgeny,RUS,RUS,4,2,"11,12,5,11,7,11|7,10,11,5,11,9",3,GRAND_SLAM,MS,1712,Qualification,SKACHKOV Kirill (RUS),PETRUKHIN Evgeny (RUS),,,2 - 4,7:11 10:12 11:5 5:11 11:7 9:11,SKACHKOV Kirill,2004
St. Petersburg Open 2004,2004-11-25,LEBEDEV Viktor,GLADYSHEV Mikhail,RUS,RUS,4,3,"3,5,7,15,11,12,11|11,11,11,13,8,10,7",QR2,GRAND_SLAM,MS,1712,Qualification,LEBEDEV Viktor (RUS),GLADYSHEV Mikhail (RUS),,,3 - 4,11:3 11:5 11:7 13:15 8:11 10:12 7:11,LEBEDEV Viktor,2004
St. Petersburg Open 2004,2004-11-25,CALBRIX Nicolas,KOTOV Yevgen,FRA,UKR,4,2,"5,11,11,13,2,11|11,9,6,11,11,8",,GRAND_SLAM,MS,1712,Qualification,CALBRIX Nicolas (FRA),KOTOV Yevgen (UKR),,,4 - 2,5:11 11:9 11:6 13:11 2:11 11:8,CALBRIX Nicolas,2004
St. Petersburg Open 2004,2004-11-25,KOTOV Yevgen,GRACHEV Andrei,UKR,RUS,4,2,"7,11,11,6,11,12|11,7,9,11,8,10",QR2,GRAND_SLAM,MS,1712,Qualification,KOTOV Yevgen (UKR),GRACHEV Andrei (RUS),,,2 - 4,11:7 7:11 9:11 11:6 8:11 10:12,KOTOV Yevgen,2004
St. Petersburg Open 2004,2004-11-25,GRACHEV Andrei,CALBRIX Nicolas,RUS,FRA,4,1,"11,8,11,11,11|6,11,9,9,8",3,GRAND_SLAM,MS,1712,Qualification,GRACHEV Andrei (RUS),CALBRIX Nicolas (FRA),,,4 - 1,11:6 8:11 11:9 11:9 11:8,GRACHEV Andrei,2004
St. Petersburg Open 2004,2004-11-25,SCHLAGER Werner,MAKSIMOV Maksim,AUT,RUS,4,1,"7,11,11,12,11|11,4,7,10,9",R64,GRAND_SLAM,MS,1712,Main Draw,SCHLAGER Werner (AUT),MAKSIMOV Maksim (RUS),,,4 - 1,7:11 11:4 11:7 12:10 11:9,SCHLAGER Werner,2004
St. Petersburg Open 2004,2004-11-25,MONTEIRO Joao,LAKEEV Vasily,POR,RUS,4,0,"11,11,11,11|2,7,7,6",R64,GRAND_SLAM,MS,1712,Main Draw,MONTEIRO Joao (POR),LAKEEV Vasily (RUS),,,0 - 4,2:11 7:11 7:11 6:11,MONTEIRO Joao,2004
St. Petersburg Open 2004,2004-11-25,ZAIKIN Alan,LO Dany,RUS,FRA,4,1,"9,11,11,11,11|11,8,9,9,6",R64,GRAND_SLAM,MS,1712,Main Draw,ZAIKIN Alan (RUS),LO Dany (FRA),,,1 - 4,11:9 8:11 9:11 9:11 6:11,ZAIKIN Alan,2004
St. Petersburg Open 2004,2004-11-25,BENTSEN Allan,AFONIN Alexander,DEN,RUS,4,0,"11,11,11,11|4,6,6,3",R64,GRAND_SLAM,MS,1712,Main Draw,BENTSEN Allan (DEN),AFONIN Alexander (RUS),,,0 - 4,4:11 6:11 6:11 3:11,BENTSEN Allan,2004
St. Petersburg Open 2004,2004-11-25,HAKANSSON Fredrik,KUCHUK Aleksandr,SWE,BLR,4,0,"11,11,11,13|9,5,5,11",R64,GRAND_SLAM,MS,1712,Main Draw,HAKANSSON Fredrik (SWE),KUCHUK Aleksandr (BLR),,,4 - 0,11:9 11:5 11:5 13:11,HAKANSSON Fredrik,2004
St. Petersburg Open 2004,2004-11-25,PHUNG Armand,TIAPKIN Sergei,FRA,RUS,4,2,"11,8,11,11,6,11|5,11,8,8,11,7",R64,GRAND_SLAM,MS,1712,Main Draw,PHUNG Armand (FRA),TIAPKIN Sergei (RUS),,,2 - 4,5:11 11:8 8:11 8:11 11:6 7:11,PHUNG Armand,2004
St. Petersburg Open 2004,2004-11-25,ILLAS Erik,GERELL Par,SVK,SWE,4,1,"11,6,11,12,12|7,11,4,10,10",R64,GRAND_SLAM,MS,1712,Main Draw,ILLAS Erik (SVK),GERELL Par (SWE),,,1 - 4,7:11 11:6 4:11 10:12 10:12,ILLAS Erik,2004
St. Petersburg Open 2004,2004-11-25,OH Sangeun,BALOV Dmitrij,KOR,RUS,4,1,"7,11,11,11,12|11,5,1,3,10",R64,GRAND_SLAM,MS,1712,Main Draw,OH Sangeun (KOR),BALOV Dmitrij (RUS),,,1 - 4,11:7 5:11 1:11 3:11 10:12,OH Sangeun,2004
St. Petersburg Open 2004,2004-11-25,PRIMORAC Zoran,CLOSSET Marc,CRO,BEL,4,1,"8,11,11,11,11|11,6,3,6,6",R64,GRAND_SLAM,MS,1712,Main Draw,PRIMORAC Zoran (CRO),CLOSSET Marc (BEL),,,4 - 1,8:11 11:6 11:3 11:6 11:6,PRIMORAC Zoran,2004
St. Petersburg Open 2004,2004-11-25,SEREDA Peter,LIEVSHYN Vitaliy,SVK,UKR,4,0,"11,11,13,11|2,8,11,8",R64,GRAND_SLAM,MS,1712,Main Draw,SEREDA Peter (SVK),LIEVSHYN Vitaliy (UKR),,,0 - 4,2:11 8:11 11:13 8:11,SEREDA Peter,2004
St. Petersburg Open 2004,2004-11-25,FETH Stefan,KHOMUTOV Mikhail,GER,RUS,4,1,"11,11,11,10,12|8,4,8,12,10",R64,GRAND_SLAM,MS,1712,Main Draw,FETH Stefan (GER),KHOMUTOV Mikhail (RUS),,,4 - 1,11:8 11:4 11:8 10:12 12:10,FETH Stefan,2004
St. Petersburg Open 2004,2004-11-25,LEE Jungwoo,KARPOV Andrei,KOR,RUS,4,1,"11,11,11,9,11|8,6,8,11,8",R64,GRAND_SLAM,MS,1712,Main Draw,LEE Jungwoo (KOR),KARPOV Andrei (RUS),,,1 - 4,8:11 6:11 8:11 11:9 8:11,LEE Jungwoo,2004
St. Petersburg Open 2004,2004-11-25,GIONIS Panagiotis,BALTRUSHKA Dzmitry,GRE,BLR,4,0,"11,11,12,11|3,6,10,7",R64,GRAND_SLAM,MS,1712,Main Draw,GIONIS Panagiotis (GRE),BALTRUSHKA Dzmitry (BLR),,,4 - 0,11:3 11:6 12:10 11:7,GIONIS Panagiotis,2004
St. Petersburg Open 2004,2004-11-25,DAUS David,GRACHEV Andrei,GER,RUS,4,1,"8,11,11,11,11|11,5,9,5,8",R64,GRAND_SLAM,MS,1712,Main Draw,DAUS David (GER),GRACHEV Andrei (RUS),,,1 - 4,11:8 5:11 9:11 5:11 8:11,DAUS David,2004
St. Petersburg Open 2004,2004-11-25,LIVENTSOV Alexey,KATKOV Ivan,RUS,UKR,4,0,"11,11,11,11|7,6,4,5",R64,GRAND_SLAM,MS,1712,Main Draw,LIVENTSOV Alexey (RUS),KATKOV Ivan (UKR),,,4 - 0,11:7 11:6 11:4 11:5,LIVENTSOV Alexey,2004
St. Petersburg Open 2004,2004-11-25,KARLSSON Peter,FILICHEV Vitaly,SWE,RUS,4,1,"7,17,11,11,11|11,15,6,7,8",R64,GRAND_SLAM,MS,1712,Main Draw,KARLSSON Peter (SWE),FILICHEV Vitaly (RUS),,,1 - 4,11:7 15:17 6:11 7:11 8:11,KARLSSON Peter,2004
St. Petersburg Open 2004,2004-11-25,CHEN Weixing,REGENTOV Alexei,AUT,RUS,4,0,"11,11,11,11|6,1,5,4",R64,GRAND_SLAM,MS,1712,Main Draw,CHEN Weixing (AUT),REGENTOV Alexei (RUS),,,4 - 0,11:6 11:1 11:5 11:4,CHEN Weixing,2004
St. Petersburg Open 2004,2004-11-25,BUROV Viacheslav,BRATANOV Martin,RUS,BEL,4,3,"12,11,7,6,2,11,11|10,8,11,11,11,6,3",R64,GRAND_SLAM,MS,1712,Main Draw,BUROV Viacheslav (RUS),BRATANOV Martin (BEL),,,4 - 3,12:10 11:8 7:11 6:11 2:11 11:6 11:3,BUROV Viacheslav,2004
St. Petersburg Open 2004,2004-11-25,OLLIVIER Brice,LEBEDEV Viktor,FRA,RUS,4,1,"9,11,11,11,11|11,5,6,7,4",R64,GRAND_SLAM,MS,1712,Main Draw,OLLIVIER Brice (FRA),LEBEDEV Viktor (RUS),,,4 - 1,9:11 11:5 11:6 11:7 11:4,OLLIVIER Brice,2004
St. Petersburg Open 2004,2004-11-25,SHMYREV Maxim,VAKHTA Dmitry,RUS,UKR,4,0,"11,11,12,11|8,5,10,4",R64,GRAND_SLAM,MS,1712,Main Draw,SHMYREV Maxim (RUS),VAKHTA Dmitry (UKR),,,0 - 4,8:11 5:11 10:12 4:11,SHMYREV Maxim,2004
St. Petersburg Open 2004,2004-11-25,GARDOS Robert,SKACHKOV Kirill,AUT,RUS,4,2,"11,9,11,8,11,11|9,11,8,11,8,4",R64,GRAND_SLAM,MS,1712,Main Draw,GARDOS Robert (AUT),SKACHKOV Kirill (RUS),,,4 - 2,11:9 9:11 11:8 8:11 11:8 11:4,GARDOS Robert,2004
St. Petersburg Open 2004,2004-11-25,GAVRILOV Denis,CHOI Hyunjin,RUS,KOR,4,1,"5,11,11,11,11|11,7,6,6,5",R64,GRAND_SLAM,MS,1712,Main Draw,GAVRILOV Denis (RUS),CHOI Hyunjin (KOR),,,4 - 1,5:11 11:7 11:6 11:6 11:5,GAVRILOV Denis,2004
St. Petersburg Open 2004,2004-11-25,DIDUKH Oleksandr,XIAO Bo,UKR,RUS,4,1,"7,13,11,11,11|11,11,7,8,4",R64,GRAND_SLAM,MS,1712,Main Draw,DIDUKH Oleksandr (UKR),XIAO Bo (RUS),,,4 - 1,7:11 13:11 11:7 11:8 11:4,DIDUKH Oleksandr,2004
St. Petersburg Open 2004,2004-11-25,SMIRNOV Alexey,GAVLAS Petr,RUS,CZE,4,1,"11,11,10,11,11|7,8,12,7,2",R64,GRAND_SLAM,MS,1712,Main Draw,SMIRNOV Alexey (RUS),GAVLAS Petr (CZE),,,1 - 4,7:11 8:11 12:10 7:11 2:11,SMIRNOV Alexey,2004
St. Petersburg Open 2004,2004-11-25,SAIVE Jean-Michel,SAVELYEV Alexander,BEL,RUS,4,0,"11,11,11,11|4,5,7,9",R64,GRAND_SLAM,MS,1712,Main Draw,SAIVE Jean-Michel (BEL),SAVELYEV Alexander (RUS),,,4 - 0,11:4 11:5 11:7 11:9,SAIVE Jean-Michel,2004
St. Petersburg Open 2004,2004-11-25,STEPHENSEN Gudmundur,SARGSYAN Davit,ISL,ARM,4,1,"11,9,11,13,11|6,11,8,11,6",R64,GRAND_SLAM,MS,1712,Main Draw,STEPHENSEN Gudmundur (ISL),SARGSYAN Davit (ARM),,,1 - 4,6:11 11:9 8:11 11:13 6:11,STEPHENSEN Gudmundur,2004
St. Petersburg Open 2004,2004-11-25,ANDRIANOV Sergei,ZHMUDENKO Yaroslav,RUS,UKR,4,3,"4,11,8,10,11,11,11|11,6,11,12,6,6,6",R64,GRAND_SLAM,MS,1712,Main Draw,ANDRIANOV Sergei (RUS),ZHMUDENKO Yaroslav (UKR),,,4 - 3,4:11 11:6 8:11 10:12 11:6 11:6 11:6,ANDRIANOV Sergei,2004
St. Petersburg Open 2004,2004-11-25,ROSSKOPF Jorg,PETRUKHIN Evgeny,GER,RUS,4,2,"11,7,12,11,11,14|6,11,14,9,6,12",R64,GRAND_SLAM,MS,1712,Main Draw,ROSSKOPF Jorg (GER),PETRUKHIN Evgeny (RUS),,,2 - 4,6:11 11:7 14:12 9:11 6:11 12:14,ROSSKOPF Jorg,2004
St. Petersburg Open 2004,2004-11-25,FRANZ Peter,KOTOV Yevgen,GER,UKR,4,1,"11,11,10,11,11|4,5,12,4,4",R64,GRAND_SLAM,MS,1712,Main Draw,FRANZ Peter (GER),KOTOV Yevgen (UKR),,,4 - 1,11:4 11:5 10:12 11:4 11:4,FRANZ Peter,2004
St. Petersburg Open 2004,2004-11-25,RUBTSOV Igor,DESPRES Rodolphe,RUS,FRA,4,2,"11,8,11,9,11,11|5,11,9,11,4,7",R64,GRAND_SLAM,MS,1712,Main Draw,RUBTSOV Igor (RUS),DESPRES Rodolphe (FRA),,,2 - 4,5:11 11:8 9:11 11:9 4:11 7:11,RUBTSOV Igor,2004
St. Petersburg Open 2004,2004-11-25,GAVLAS Antonin,ASAMOAH Cyprian,CZE,SWE,4,1,"11,3,11,11,11|5,11,7,6,7",R64,GRAND_SLAM,MS,1712,Main Draw,GAVLAS Antonin (CZE),ASAMOAH Cyprian (SWE),,,1 - 4,5:11 11:3 7:11 6:11 7:11,GAVLAS Antonin,2004
St. Petersburg Open 2004,2004-11-25,KREANGA Kalinikos,FILENKO Oleg,GRE,UKR,4,0,"11,11,11,11|9,8,7,8",R64,GRAND_SLAM,MS,1712,Main Draw,KREANGA Kalinikos (GRE),FILENKO Oleg (UKR),,,0 - 4,9:11 8:11 7:11 8:11,KREANGA Kalinikos,2004
St. Petersburg Open 2004,2004-11-25,SCHLAGER Werner,MONTEIRO Joao,AUT,POR,4,1,"11,7,12,11,11|5,11,10,8,6",R32,GRAND_SLAM,MS,1712,Main Draw,SCHLAGER Werner (AUT),MONTEIRO Joao (POR),,,4 - 1,11:5 7:11 12:10 11:8 11:6,SCHLAGER Werner,2004
St. Petersburg Open 2004,2004-11-25,BENTSEN Allan,ZAIKIN Alan,DEN,RUS,4,1,"11,11,6,15,11|9,6,11,13,5",R32,GRAND_SLAM,MS,1712,Main Draw,BENTSEN Allan (DEN),ZAIKIN Alan (RUS),,,1 - 4,9:11 6:11 11:6 13:15 5:11,BENTSEN Allan,2004
St. Petersburg Open 2004,2004-11-25,PHUNG Armand,HAKANSSON Fredrik,FRA,SWE,4,3,"6,11,4,7,11,11,11|11,5,11,11,8,8,7",R32,GRAND_SLAM,MS,1712,Main Draw,PHUNG Armand (FRA),HAKANSSON Fredrik (SWE),,,3 - 4,11:6 5:11 11:4 11:7 8:11 8:11 7:11,PHUNG Armand,2004
St. Petersburg Open 2004,2004-11-25,OH Sangeun,ILLAS Erik,KOR,SVK,4,2,"11,10,11,11,4,13|6,12,4,6,11,11",R32,GRAND_SLAM,MS,1712,Main Draw,OH Sangeun (KOR),ILLAS Erik (SVK),,,2 - 4,6:11 12:10 4:11 6:11 11:4 11:13,OH Sangeun,2004
St. Petersburg Open 2004,2004-11-25,PRIMORAC Zoran,SEREDA Peter,CRO,SVK,4,0,"11,13,11,11|9,11,2,4",R32,GRAND_SLAM,MS,1712,Main Draw,PRIMORAC Zoran (CRO),SEREDA Peter (SVK),,,4 - 0,11:9 13:11 11:2 11:4,PRIMORAC Zoran,2004
St. Petersburg Open 2004,2004-11-25,LEE Jungwoo,FETH Stefan,KOR,GER,4,2,"7,11,11,11,9,11|11,6,7,8,11,6",R32,GRAND_SLAM,MS,1712,Main Draw,LEE Jungwoo (KOR),FETH Stefan (GER),,,2 - 4,11:7 6:11 7:11 8:11 11:9 6:11,LEE Jungwoo,2004
St. Petersburg Open 2004,2004-11-25,GIONIS Panagiotis,DAUS David,GRE,GER,4,1,"11,7,11,11,11|3,11,7,6,6",R32,GRAND_SLAM,MS,1712,Main Draw,GIONIS Panagiotis (GRE),DAUS David (GER),,,4 - 1,11:3 7:11 11:7 11:6 11:6,GIONIS Panagiotis,2004
St. Petersburg Open 2004,2004-11-25,KARLSSON Peter,LIVENTSOV Alexey,SWE,RUS,4,0,"11,11,11,11|7,4,6,6",R32,GRAND_SLAM,MS,1712,Main Draw,KARLSSON Peter (SWE),LIVENTSOV Alexey (RUS),,,0 - 4,7:11 4:11 6:11 6:11,KARLSSON Peter,2004
St. Petersburg Open 2004,2004-11-25,CHEN Weixing,BUROV Viacheslav,AUT,RUS,4,0,"11,11,11,11|5,4,4,3",R32,GRAND_SLAM,MS,1712,Main Draw,CHEN Weixing (AUT),BUROV Viacheslav (RUS),,,4 - 0,11:5 11:4 11:4 11:3,CHEN Weixing,2004
St. Petersburg Open 2004,2004-11-25,SHMYREV Maxim,OLLIVIER Brice,RUS,FRA,4,3,"11,11,11,8,10,9,11|5,8,4,11,12,11,9",R32,GRAND_SLAM,MS,1712,Main Draw,SHMYREV Maxim (RUS),OLLIVIER Brice (FRA),,,3 - 4,5:11 8:11 4:11 11:8 12:10 11:9 9:11,SHMYREV Maxim,2004
St. Petersburg Open 2004,2004-11-25,GARDOS Robert,GAVRILOV Denis,AUT,RUS,4,1,"11,11,11,6,12|7,3,2,11,10",R32,GRAND_SLAM,MS,1712,Main Draw,GARDOS Robert (AUT),GAVRILOV Denis (RUS),,,4 - 1,11:7 11:3 11:2 6:11 12:10,GARDOS Robert,2004
St. Petersburg Open 2004,2004-11-25,DIDUKH Oleksandr,SMIRNOV Alexey,UKR,RUS,4,1,"11,6,11,11,11|9,11,5,8,6",R32,GRAND_SLAM,MS,1712,Main Draw,DIDUKH Oleksandr (UKR),SMIRNOV Alexey (RUS),,,4 - 1,11:9 6:11 11:5 11:8 11:6,DIDUKH Oleksandr,2004
St. Petersburg Open 2004,2004-11-25,SAIVE Jean-Michel,STEPHENSEN Gudmundur,BEL,ISL,4,0,"11,11,11,11|7,2,8,7",R32,GRAND_SLAM,MS,1712,Main Draw,SAIVE Jean-Michel (BEL),STEPHENSEN Gudmundur (ISL),,,4 - 0,11:7 11:2 11:8 11:7,SAIVE Jean-Michel,2004
St. Petersburg Open 2004,2004-11-25,ROSSKOPF Jorg,ANDRIANOV Sergei,GER,RUS,4,3,"12,11,8,12,13,8,11|10,8,11,14,11,11,8",R32,GRAND_SLAM,MS,1712,Main Draw,ROSSKOPF Jorg (GER),ANDRIANOV Sergei (RUS),,,3 - 4,10:12 8:11 11:8 14:12 11:13 11:8 8:11,ROSSKOPF Jorg,2004
St. Petersburg Open 2004,2004-11-25,FRANZ Peter,RUBTSOV Igor,GER,RUS,4,2,"12,11,10,11,7,11|10,5,12,3,11,9",R32,GRAND_SLAM,MS,1712,Main Draw,FRANZ Peter (GER),RUBTSOV Igor (RUS),,,4 - 2,12:10 11:5 10:12 11:3 7:11 11:9,FRANZ Peter,2004
St. Petersburg Open 2004,2004-11-25,KREANGA Kalinikos,GAVLAS Antonin,GRE,CZE,4,1,"7,11,12,11,11|11,4,10,3,5",R32,GRAND_SLAM,MS,1712,Main Draw,KREANGA Kalinikos (GRE),GAVLAS Antonin (CZE),,,1 - 4,11:7 4:11 10:12 3:11 5:11,KREANGA Kalinikos,2004
St. Petersburg Open 2004,2004-11-25,SCHLAGER Werner,BENTSEN Allan,AUT,DEN,4,2,"11,8,11,11,6,11|8,11,5,4,11,5",R16,GRAND_SLAM,MS,1712,Main Draw,SCHLAGER Werner (AUT),BENTSEN Allan (DEN),,,4 - 2,11:8 8:11 11:5 11:4 6:11 11:5,SCHLAGER Werner,2004
St. Petersburg Open 2004,2004-11-25,OH Sangeun,PHUNG Armand,KOR,FRA,4,0,"11,11,11,12|8,6,6,10",R16,GRAND_SLAM,MS,1712,Main Draw,OH Sangeun (KOR),PHUNG Armand (FRA),,,0 - 4,8:11 6:11 6:11 10:12,OH Sangeun,2004
St. Petersburg Open 2004,2004-11-25,LEE Jungwoo,PRIMORAC Zoran,KOR,CRO,4,1,"8,11,11,11,11|11,4,6,7,2",R16,GRAND_SLAM,MS,1712,Main Draw,LEE Jungwoo (KOR),PRIMORAC Zoran (CRO),,,1 - 4,11:8 4:11 6:11 7:11 2:11,LEE Jungwoo,2004
St. Petersburg Open 2004,2004-11-25,KARLSSON Peter,GIONIS Panagiotis,SWE,GRE,4,1,"6,11,11,11,11|11,8,7,7,4",R16,GRAND_SLAM,MS,1712,Main Draw,KARLSSON Peter (SWE),GIONIS Panagiotis (GRE),,,1 - 4,11:6 8:11 7:11 7:11 4:11,KARLSSON Peter,2004
St. Petersburg Open 2004,2004-11-25,CHEN Weixing,SHMYREV Maxim,AUT,RUS,4,1,"11,11,9,11,11|3,8,11,8,8",R16,GRAND_SLAM,MS,1712,Main Draw,CHEN Weixing (AUT),SHMYREV Maxim (RUS),,,4 - 1,11:3 11:8 9:11 11:8 11:8,CHEN Weixing,2004
St. Petersburg Open 2004,2004-11-25,GARDOS Robert,DIDUKH Oleksandr,AUT,UKR,4,3,"7,11,11,2,9,11,11|11,6,6,11,11,4,8",R16,GRAND_SLAM,MS,1712,Main Draw,GARDOS Robert (AUT),DIDUKH Oleksandr (UKR),,,4 - 3,7:11 11:6 11:6 2:11 9:11 11:4 11:8,GARDOS Robert,2004
St. Petersburg Open 2004,2004-11-25,SAIVE Jean-Michel,ROSSKOPF Jorg,BEL,GER,4,3,"11,7,8,11,11,14,14|9,11,11,2,8,16,12",R16,GRAND_SLAM,MS,1712,Main Draw,SAIVE Jean-Michel (BEL),ROSSKOPF Jorg (GER),,,4 - 3,11:9 7:11 8:11 11:2 11:8 14:16 14:12,SAIVE Jean-Michel,2004
